link,tipo,publicado_clasipar,precio,descripcion,titulo,banio,habitaciones,ide,fecha_inserion,publicado_info,ciudad,publicado_facebook,publicado_hendyla,agente_remax,1publicado_clasipar,1publicado_info,1publicado_hendyla,1publicado_facebook,2publicado_clasipar,2publicado_info,2publicado_hendyla,2publicado_facebook,3publicado_clasipar,3publicado_info,3publicado_hendyla,3publicado_facebook,4publicado_clasipar,4publicado_info,4publicado_hendyla,4publicado_facebook,5publicado_clasipar,5publicado_info,5publicado_hendyla,5publicado_facebook,6publicado_clasipar,6publicado_info,6publicado_hendyla,6publicado_facebook,intentos,ano_construccion,mts
https://century21.com.py/propiedad/42409_terreno-en-venta-en-quiindy-paraguari-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42387_estancia-en-venta-en-caacupe-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42383_terreno-en-venta-en-san-roque-asuncion-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42337_nave-en-renta-en-la-encarnacion-asuncion-paraguay,nave,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42367_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42366_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42364_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42360_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42359_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42357_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42356_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42355_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42354_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42352_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42351_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42346_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42345_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42344_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42343_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42342_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42341_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42340_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42339_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42338_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42327_departamento-en-renta-en-las-mercedes-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42322_departamento-en-venta-en-la-encarnacion-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42307_casa-en-venta-en-barrio-jara-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42320_edificio-en-venta-en-terminal-asuncion-paraguay,edificio,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42318_departamento-en-pozo-en-venta-en-mcal.-lopez-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42317_departamento-en-pozo-en-venta-en-mcal.-lopez-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42316_departamento-en-pozo-en-venta-en-mcal.-lopez-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42092_departamento-en-pozo-en-venta-en-mcal.-lopez-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42310_departamento-en-pozo-en-venta-en-las-lomas-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42300_terreno-en-venta-en-itaugua-central-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42298_terreno-en-venta-en-itaugua-central-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42299_terreno-en-venta-en-itaugua-central-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42291_terreno-en-venta-en-itaugua-central-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42281_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42280_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42279_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42278_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42277_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42275_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42271_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42270_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42269_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42268_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42267_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42266_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42265_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42253_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42247_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42259_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42258_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42257_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42256_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42255_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42254_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42246_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42169_casa-en-venta-en-mburucuya-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42145_departamento-en-renta-en-trinidad-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42222_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42223_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42224_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42220_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42221_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42219_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42217_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42218_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42216_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42202_departamento-en-pozo-en-venta-en-recoleta-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42186_casa-en-venta-en-san-pablo-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41509_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41508_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41507_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41506_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41500_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41499_departamento-en-venta-en-mburucuya-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41948_departamento-en-renta-en-las-lomas-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42193_departamento-en-renta-en-la-encarnacion-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42189_casa-en-venta-en-sajonia-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42188_oficinas-en-renta-en-canada-del-ybyray-asuncion-paraguay,oficinas,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42172_departamento-en-pozo-en-venta-en-mburucuya-asuncion-paraguay,departamento-en-pozo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42170_casa-en-condominio-en-venta-en-san-vicente-asuncion-paraguay,casa-en-condominio,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/39228_casa-en-venta-en-hipodromo-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42161_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42160_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42158_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42157_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42156_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42155_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42154_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42153_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42152_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42151_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42150_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42148_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42147_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42140_departamento-en-venta-en-las-lomas-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42133_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42132_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42131_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42130_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42129_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42128_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42126_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42125_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42124_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42123_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42107_casa-en-venta-en-mbocayaty-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42112_casa-en-renta-en-recoleta-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42097_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42096_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42095_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42093_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42091_departamento-en-renta-en-san-jorge-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42090_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42089_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42088_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42087_terreno-en-venta-en-altos-cordillera-paraguay,Sin Tipo,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42086_terreno-en-venta-en-altos-cordillera-paraguay,terreno,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42078_departamento-en-venta-en-villa-aurelia-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42077_departamento-en-renta-en-villa-aurelia-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42067_oficinas-en-renta-en-hipodromo-asuncion-paraguay,oficinas,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/41893_casa-en-venta-en-san-roque-asuncion-paraguay,casa,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42049_oficinas-en-renta-en-villa-morra-asuncion-paraguay,oficinas,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
https://century21.com.py/propiedad/42048_departamento-en-renta-en-ycua-sati-asuncion-paraguay,departamento,,,,,,,,08/12/2025,,Asuncion,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
